"scenario_id","denom_spec_id","risk_spec","sample_variant","weighting","model_id","controls","target_beta","childhealth_beta","robust_se","p_value","n","abs_error_to_target","denom_components","risk_components","include_emoney","include_other_fin","include_housing_fund","include_jizikuan","include_unpaid_salary","total_abs_error_to_targets","max_abs_error_to_target","min_n_across_models","rank_by_target_error"
"denom_1__stock_fund_lend__financial_asset_total_gt0__impute0","denom_1","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000423261193949635,0.00204061512494369,0.835686425737563,12657,0.00157673880605037,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt","stock_amt+fund_amt+lend_amt",0,0,0,0,0,0.00301136849888482,0.00157673880605037,12657,100
"denom_29__stock_fund_lend__financial_asset_total_gt0__impute0","denom_29","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00143329671053605,0.00195718857259602,0.463984092306467,12783,0.00156670328946395,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,1,1,0.00310406071984591,0.00156670328946395,12783,101
"denom_29__stock_fund_lend__financial_asset_total_gt0__impute0","denom_29","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000462642569618042,0.0019333837894207,0.810883288853492,12783,0.00153735743038196,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,1,1,0.00310406071984591,0.00156670328946395,12783,101
"denom_23__stock_fund_lend__financial_asset_total_gt0__impute0","denom_23","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.0014123058008198,0.00196589382382009,0.472521419806376,12775,0.0015876941991802,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,1,0,1,0.00313140688553016,0.0015876941991802,12775,102
"denom_23__stock_fund_lend__financial_asset_total_gt0__impute0","denom_23","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000456287313650037,0.00194174882674325,0.814221958890345,12775,0.00154371268634996,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,1,0,1,0.00313140688553016,0.0015876941991802,12775,102
"denom_19__stock_fund_lend__financial_asset_total_gt0__impute0","denom_19","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00144637272739994,0.00198569349336311,0.466384117154528,12752,0.00155362727260006,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,0,0,1,0.00313401822283365,0.0015803909502336,12752,103
"denom_19__stock_fund_lend__financial_asset_total_gt0__impute0","denom_19","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000419609049766405,0.00195968745812765,0.830456597923657,12752,0.0015803909502336,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,0,0,1,0.00313401822283365,0.0015803909502336,12752,103
"denom_22__stock_fund_lend__financial_asset_total_gt0__impute0","denom_22","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00142303207190348,0.00194354329797047,0.464069353858302,12879,0.00157696792809652,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,1,0.00313873896190037,0.00157696792809652,12879,104
"denom_22__stock_fund_lend__financial_asset_total_gt0__impute0","denom_22","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000438228966196152,0.00192083301235049,0.819536931206667,12879,0.00156177103380385,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,1,0.00313873896190037,0.00157696792809652,12879,104
"denom_25__stock_fund_lend__financial_asset_total_gt0__impute0","denom_25","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00145364675353421,0.00197765033204812,0.46233029190825,12759,0.00154635324646579,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,0,1,1,0.0031438726375479,0.00159751939108211,12759,105
"denom_25__stock_fund_lend__financial_asset_total_gt0__impute0","denom_25","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000402480608917893,0.00195200883804817,0.83664742822286,12759,0.00159751939108211,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,0,1,1,0.0031438726375479,0.00159751939108211,12759,105
"denom_18__stock_fund_lend__financial_asset_total_gt0__impute0","denom_18","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00141811679450174,0.00196228334619422,0.469885306634978,12861,0.00158188320549826,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,0,0,1,0.00322481165011978,0.00164292844462152,12861,106
"denom_18__stock_fund_lend__financial_asset_total_gt0__impute0","denom_18","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000357071555378484,0.00193799294577049,0.853821718141697,12861,0.00164292844462152,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,0,0,1,0.00322481165011978,0.00164292844462152,12861,106
"denom_3__stock_fund_lend__financial_asset_total_gt0__impute0","denom_3","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00143565365392018,0.00206346232240047,0.486598258079122,12660,0.00156434634607982,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt","stock_amt+fund_amt+lend_amt",0,1,0,0,0,0.00323242343419598,0.00166807708811617,12660,107
"denom_3__stock_fund_lend__financial_asset_total_gt0__impute0","denom_3","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000331922911883832,0.00203271026086629,0.87029207432009,12660,0.00166807708811617,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt","stock_amt+fund_amt+lend_amt",0,1,0,0,0,0.00323242343419598,0.00166807708811617,12660,107
"denom_7__stock_fund_lend__financial_asset_total_gt0__impute0","denom_7","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00140159836380341,0.00204384506168567,0.492873551249497,12684,0.00159840163619659,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt","stock_amt+fund_amt+lend_amt",0,1,1,0,0,0.00323466142471872,0.00163625978852212,12684,108
"denom_7__stock_fund_lend__financial_asset_total_gt0__impute0","denom_7","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000363740211477878,0.00201508636449528,0.856756269303263,12684,0.00163625978852212,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt","stock_amt+fund_amt+lend_amt",0,1,1,0,0,0.00323466142471872,0.00163625978852212,12684,108
"denom_6__stock_fund_lend__financial_asset_total_gt0__impute0","denom_6","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00140787357814826,0.00201783591706096,0.48536837440466,12797,0.00159212642185174,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,0,0.00324826996327133,0.00165614354141959,12797,109
"denom_6__stock_fund_lend__financial_asset_total_gt0__impute0","denom_6","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000343856458580406,0.00199095199148158,0.862882455147015,12797,0.00165614354141959,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,0,0.00324826996327133,0.00165614354141959,12797,109
"denom_13__stock_fund_lend__financial_asset_total_gt0__impute0","denom_13","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00137653398232553,0.00203315701578728,0.498391245560853,12692,0.00162346601767447,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",0,0,1,1,0,0.00329863914266882,0.00167517312499435,12692,110
"denom_13__stock_fund_lend__financial_asset_total_gt0__impute0","denom_13","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000324826875005652,0.00200472570874933,0.871284350954309,12692,0.00167517312499435,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",0,0,1,1,0,0.00329863914266882,0.00167517312499435,12692,110
"denom_2__stock_fund_lend__financial_asset_total_gt0__impute0","denom_2","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00140218239435953,0.00203636025621421,0.491104611381058,12778,0.00159781760564047,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt","stock_amt+fund_amt+lend_amt",1,0,0,0,0,0.00333170350592311,0.00173388590028263,12778,111
"denom_2__stock_fund_lend__financial_asset_total_gt0__impute0","denom_2","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000266114099717366,0.00200778276875871,0.894558261604916,12778,0.00173388590028263,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt","stock_amt+fund_amt+lend_amt",1,0,0,0,0,0.00333170350592311,0.00173388590028263,12778,111
"denom_9__stock_fund_lend__financial_asset_total_gt0__impute0","denom_9","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00139639613955171,0.00205342872972844,0.496496969964072,12667,0.00160360386044829,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",0,0,0,1,0,0.00333457102840493,0.00173096716795664,12667,112
"denom_9__stock_fund_lend__financial_asset_total_gt0__impute0","denom_9","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.00026903283204336,0.00202302328208711,0.894206934264502,12667,0.00173096716795664,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",0,0,0,1,0,0.00333457102840493,0.00173096716795664,12667,112
"denom_24__stock_fund_lend__financial_asset_total_gt0__impute0","denom_24","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00131088383285567,0.00193660338678374,0.49848254605784,12879,0.00168911616714433,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,1,1,0,1,0.00333911285783543,0.00168911616714433,12879,113
"denom_24__stock_fund_lend__financial_asset_total_gt0__impute0","denom_24","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000350003309308901,0.00191432036191188,0.854930960673186,12879,0.0016499966906911,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,1,1,0,1,0.00333911285783543,0.00168911616714433,12879,113
"denom_31__stock_fund_lend__financial_asset_total_gt0__impute0","denom_31","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00129177633417979,0.00194911280726846,0.50750203203918,12785,0.00170822366582021,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,1,1,1,0.0033582841995217,0.00170822366582021,12785,114
"denom_31__stock_fund_lend__financial_asset_total_gt0__impute0","denom_31","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000349939466298517,0.00192582304155616,0.85581394902794,12785,0.00165006053370148,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,1,1,1,0.0033582841995217,0.00170822366582021,12785,114
"denom_30__stock_fund_lend__financial_asset_total_gt0__impute0","denom_30","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.0013019005512851,0.00192770922342636,0.499458252526914,12887,0.0016980994487149,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,1,1,0.00336700719558668,0.0016980994487149,12887,115
"denom_30__stock_fund_lend__financial_asset_total_gt0__impute0","denom_30","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000331092253128226,0.00190577883465905,0.862079854903245,12887,0.00166890774687177,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,1,1,0.00336700719558668,0.0016980994487149,12887,115
"denom_27__stock_fund_lend__financial_asset_total_gt0__impute0","denom_27","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00131958046285836,0.00196888161062074,0.502730776204481,12762,0.00168041953714164,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,0,1,1,0.00337354251530185,0.0016931229781602,12762,116
"denom_27__stock_fund_lend__financial_asset_total_gt0__impute0","denom_27","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000306877021839796,0.00194377860924165,0.874556591437575,12762,0.0016931229781602,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,0,1,1,0.00337354251530185,0.0016931229781602,12762,116
"denom_20__stock_fund_lend__financial_asset_total_gt0__impute0","denom_20","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00131649200365277,0.00195481531265684,0.500666113297345,12862,0.00168350799634723,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,1,0,0,1,0.00339547596740912,0.00171196797106189,12862,117
"denom_20__stock_fund_lend__financial_asset_total_gt0__impute0","denom_20","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000288032028938115,0.00193095137612861,0.881425095486241,12862,0.00171196797106189,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,1,0,0,1,0.00339547596740912,0.00171196797106189,12862,117
"denom_8__stock_fund_lend__financial_asset_total_gt0__impute0","denom_8","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00130000951990929,0.00201109708526576,0.518020227695812,12797,0.00169999048009071,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt+housing_fund_amt","stock_amt+fund_amt+lend_amt",1,1,1,0,0,0.00344012551644214,0.00174013503635143,12797,118
"denom_8__stock_fund_lend__financial_asset_total_gt0__impute0","denom_8","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000259864963648572,0.00198463365592482,0.895826013594891,12797,0.00174013503635143,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt+housing_fund_amt","stock_amt+fund_amt+lend_amt",1,1,1,0,0,0.00344012551644214,0.00174013503635143,12797,118
"denom_26__stock_fund_lend__financial_asset_total_gt0__impute0","denom_26","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00129173500532498,0.00194644794674105,0.506934517598618,12869,0.00170826499467502,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,0,1,1,0.00346363020293739,0.00175536520826237,12869,119
"denom_26__stock_fund_lend__financial_asset_total_gt0__impute0","denom_26","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000244634791737627,0.0019229771778192,0.898770884450389,12869,0.00175536520826237,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,0,1,1,0.00346363020293739,0.00175536520826237,12869,119
"denom_4__stock_fund_lend__financial_asset_total_gt0__impute0","denom_4","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00130511767645523,0.00202910324791436,0.52010636624406,12779,0.00169488232354477,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt","stock_amt+fund_amt+lend_amt",1,1,0,0,0,0.00349336169662363,0.00179847937307886,12779,120
"denom_4__stock_fund_lend__financial_asset_total_gt0__impute0","denom_4","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000201520626921145,0.0020009509722309,0.919780327618266,12779,0.00179847937307886,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt","stock_amt+fund_amt+lend_amt",1,1,0,0,0,0.00349336169662363,0.00179847937307886,12779,120
"denom_15__stock_fund_lend__financial_asset_total_gt0__impute0","denom_15","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00123977923209869,0.00202530661911162,0.540453474847115,12694,0.00176022076790131,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",0,1,1,1,0,0.00354350027352056,0.00178327950561926,12694,121
"denom_15__stock_fund_lend__financial_asset_total_gt0__impute0","denom_15","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000216720494380742,0.00199738232557991,0.913599004410918,12694,0.00178327950561926,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",0,1,1,1,0,0.00354350027352056,0.00178327950561926,12694,121
"denom_11__stock_fund_lend__financial_asset_total_gt0__impute0","denom_11","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00126736775603083,0.0020448988015969,0.53542010349801,12670,0.00173263224396917,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",0,1,0,1,0,0.00355439609542923,0.00182176385146007,12670,122
"denom_11__stock_fund_lend__financial_asset_total_gt0__impute0","denom_11","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000178236148539935,0.00201502865651255,0.929517714113946,12670,0.00182176385146007,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",0,1,0,1,0,0.00355439609542923,0.00182176385146007,12670,122
"denom_14__stock_fund_lend__financial_asset_total_gt0__impute0","denom_14","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00124679319252484,0.00200029170962834,0.533094766443456,12805,0.00175320680747516,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",1,0,1,1,0,0.00355584795504485,0.00180264114756969,12805,123
"denom_14__stock_fund_lend__financial_asset_total_gt0__impute0","denom_14","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.00019735885243031,0.00197415308929652,0.920368595199832,12805,0.00180264114756969,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+jizikuan_amt","stock_amt+fund_amt+lend_amt",1,0,1,1,0,0.00355584795504485,0.00180264114756969,12805,123
"denom_32__stock_fund_lend__financial_asset_total_gt0__impute0","denom_32","stock_fund_lend","financial_asset_total_gt0","unweighted","(3)","No",-0.003,-0.00119029709663125,0.00192071035882844,0.535454998982524,12887,0.00180970290336875,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,1,1,1,1,0.00356639580075297,0.00180970290336875,12887,124
"denom_32__stock_fund_lend__financial_asset_total_gt0__impute0","denom_32","stock_fund_lend","financial_asset_total_gt0","unweighted","(4)","Yes",-0.002,-0.000243307102615778,0.0018992011056093,0.898063735260855,12887,0.00175669289738422,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+other_fin_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,1,1,1,1,0.00356639580075297,0.00180970290336875,12887,124
"denom_21__stock_fund_lend__trim_totalasset_p1_99__impute0","denom_21","stock_fund_lend","trim_totalasset_p1_99","unweighted","(3)","No",-0.003,-0.00113048293921997,0.00159099428134628,0.477373107968368,15442,0.00186951706078003,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,0,1,0.00357112914712667,0.00186951706078003,15442,125
"denom_21__stock_fund_lend__trim_totalasset_p1_99__impute0","denom_21","stock_fund_lend","trim_totalasset_p1_99","unweighted","(4)","Yes",-0.002,-0.000298387913653364,0.00157582143290247,0.849817952976146,15442,0.00170161208634664,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,0,1,0.00357112914712667,0.00186951706078003,15442,125
"denom_17__stock_fund_lend__trim_totalasset_p2_98__impute0","denom_17","stock_fund_lend","trim_totalasset_p2_98","unweighted","(3)","No",-0.003,-0.00109377961656754,0.00158912562365876,0.491280488839674,15286,0.00190622038343246,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,0,0,1,0.00358850269552423,0.00190622038343246,15286,126
"denom_17__stock_fund_lend__trim_totalasset_p2_98__impute0","denom_17","stock_fund_lend","trim_totalasset_p2_98","unweighted","(4)","Yes",-0.002,-0.00031771768790823,0.00157372602628959,0.840006331326549,15286,0.00168228231209177,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,0,0,1,0.00358850269552423,0.00190622038343246,15286,126
"denom_5__stock_fund_lend__trim_totalasset_p1_99__impute0","denom_5","stock_fund_lend","trim_totalasset_p1_99","unweighted","(3)","No",-0.003,-0.00112785884466161,0.00163825404249197,0.491178695202182,15442,0.00187214115533839,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt","stock_amt+fund_amt+lend_amt",0,0,1,0,0,0.00360697566489145,0.00187214115533839,15442,127
"denom_5__stock_fund_lend__trim_totalasset_p1_99__impute0","denom_5","stock_fund_lend","trim_totalasset_p1_99","unweighted","(4)","Yes",-0.002,-0.00026516549044694,0.0016214772593194,0.870100715157643,15442,0.00173483450955306,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt","stock_amt+fund_amt+lend_amt",0,0,1,0,0,0.00360697566489145,0.00187214115533839,15442,127
"denom_21__stock_fund_lend__trim_totalasset_p2_98__impute0","denom_21","stock_fund_lend","trim_totalasset_p2_98","unweighted","(3)","No",-0.003,-0.00105267052912609,0.00157709016600308,0.504477931545181,15286,0.00194732947087391,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,0,1,0.0036178927023931,0.00194732947087391,15286,128
"denom_21__stock_fund_lend__trim_totalasset_p2_98__impute0","denom_21","stock_fund_lend","trim_totalasset_p2_98","unweighted","(4)","Yes",-0.002,-0.000329436768480809,0.00156279478614515,0.833046335481724,15286,0.00167056323151919,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,0,1,0.0036178927023931,0.00194732947087391,15286,128
"denom_25__stock_fund_lend__trim_totalasset_p2_98__impute0","denom_25","stock_fund_lend","trim_totalasset_p2_98","unweighted","(3)","No",-0.003,-0.0010726033468993,0.00157759384430422,0.496579165949677,15286,0.0019273966531007,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,0,1,1,0.00362137349657007,0.0019273966531007,15286,129
"denom_25__stock_fund_lend__trim_totalasset_p2_98__impute0","denom_25","stock_fund_lend","trim_totalasset_p2_98","unweighted","(4)","Yes",-0.002,-0.000306023156530631,0.00156273108751177,0.844749073883089,15286,0.00169397684346937,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,0,1,1,0.00362137349657007,0.0019273966531007,15286,129
"denom_17__stock_fund_lend__trim_totalasset_p1_99__impute0","denom_17","stock_fund_lend","trim_totalasset_p1_99","unweighted","(3)","No",-0.003,-0.00113619842981862,0.00160354104402062,0.478610822998512,15442,0.00186380157018138,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,0,0,1,0.00363014740568704,0.00186380157018138,15442,130
"denom_17__stock_fund_lend__trim_totalasset_p1_99__impute0","denom_17","stock_fund_lend","trim_totalasset_p1_99","unweighted","(4)","Yes",-0.002,-0.000233654164494347,0.00158736065873497,0.882978730498956,15442,0.00176634583550565,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,0,0,1,0.00363014740568704,0.00186380157018138,15442,130
