"scenario_id","denom_spec_id","risk_spec","sample_variant","weighting","model_id","controls","target_beta","childhealth_beta","robust_se","p_value","n","abs_error_to_target","denom_components","risk_components","include_emoney","include_other_fin","include_housing_fund","include_jizikuan","include_unpaid_salary","total_abs_error_to_targets","max_abs_error_to_target","min_n_across_models","rank_by_target_error"
"denom_29__stock_fund_lend__all__unweighted","denom_29","stock_fund_lend","all","unweighted","(3)","No",-0.003,-0.00139442570893347,0.0016476098268136,0.397381085859541,14686,0.00160557429106653,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,1,1,0.00314127690949287,0.00160557429106653,14686,11
"denom_29__stock_fund_lend__all__unweighted","denom_29","stock_fund_lend","all","unweighted","(4)","Yes",-0.002,-0.000464297381573666,0.00163025930404905,0.775801609689058,14686,0.00153570261842633,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,1,1,0.00314127690949287,0.00160557429106653,14686,11
"denom_22__stock_fund_lend__winsor_top1__unweighted","denom_22","stock_fund_lend","winsor_top1","unweighted","(3)","No",-0.003,-0.0013800557615836,0.00164313842735231,0.400983661487449,14686,0.0016199442384164,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,1,0.00314966269946862,0.0016199442384164,14686,12
"denom_22__stock_fund_lend__winsor_top1__unweighted","denom_22","stock_fund_lend","winsor_top1","unweighted","(4)","Yes",-0.002,-0.000470281538947778,0.00162580818968826,0.772386381320796,14686,0.00152971846105222,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,1,0.00314966269946862,0.0016199442384164,14686,12
"denom_22__stock_fund_lend__all__unweighted","denom_22","stock_fund_lend","all","unweighted","(3)","No",-0.003,-0.00137751109212726,0.00164480165915889,0.402328725001528,14686,0.00162248890787274,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,1,0.00315495067719482,0.00162248890787274,14686,13
"denom_22__stock_fund_lend__all__unweighted","denom_22","stock_fund_lend","all","unweighted","(4)","Yes",-0.002,-0.000467538230677921,0.00162747653632852,0.773903508928327,14686,0.00153246176932208,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,1,0.00315495067719482,0.00162248890787274,14686,13
"denom_29__stock_fund_lend__winsor_top2__unweighted","denom_29","stock_fund_lend","winsor_top2","unweighted","(3)","No",-0.003,-0.00138001605081946,0.00162884720048888,0.396878061865586,14686,0.00161998394918054,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,1,1,0.00316578800130325,0.00161998394918054,14686,14
"denom_29__stock_fund_lend__winsor_top2__unweighted","denom_29","stock_fund_lend","winsor_top2","unweighted","(4)","Yes",-0.002,-0.000454195947877289,0.00161146626580908,0.778060513526804,14686,0.00154580405212271,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+housing_fund_amt+jizikuan_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,0,1,1,1,0.00316578800130325,0.00161998394918054,14686,14
"denom_22__stock_fund_lend__winsor_top2__unweighted","denom_22","stock_fund_lend","winsor_top2","unweighted","(3)","No",-0.003,-0.00136924654962412,0.001621116823977,0.398330302657484,14686,0.00163075345037588,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,1,0.00316681101805127,0.00163075345037588,14686,15
"denom_22__stock_fund_lend__winsor_top2__unweighted","denom_22","stock_fund_lend","winsor_top2","unweighted","(4)","Yes",-0.002,-0.000463942432324603,0.00160372141228073,0.772362659571698,14686,0.0015360575676754,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+emoney_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",1,0,1,0,1,0.00316681101805127,0.00163075345037588,14686,15
"denom_23__stock_fund_lend__winsor_top1__unweighted","denom_23","stock_fund_lend","winsor_top1","unweighted","(3)","No",-0.003,-0.00136475524872688,0.00165000229415104,0.408180651913163,14686,0.00163524475127312,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,1,0,1,0.00318000117844078,0.00163524475127312,14686,16
"denom_23__stock_fund_lend__winsor_top1__unweighted","denom_23","stock_fund_lend","winsor_top1","unweighted","(4)","Yes",-0.002,-0.000455243572832345,0.0016324019723631,0.780341169892886,14686,0.00154475642716765,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,1,0,1,0.00318000117844078,0.00163524475127312,14686,16
"denom_23__stock_fund_lend__all__unweighted","denom_23","stock_fund_lend","all","unweighted","(3)","No",-0.003,-0.00136332892618751,0.00165095365418664,0.408940799207665,14686,0.00163667107381249,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,1,0,1,0.00318303070775362,0.00163667107381249,14686,17
"denom_23__stock_fund_lend__all__unweighted","denom_23","stock_fund_lend","all","unweighted","(4)","Yes",-0.002,-0.000453640366058868,0.00163335498550175,0.78121945817425,14686,0.00154635963394113,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,1,0,1,0.00318303070775362,0.00163667107381249,14686,17
"denom_23__stock_fund_lend__winsor_top2__unweighted","denom_23","stock_fund_lend","winsor_top2","unweighted","(3)","No",-0.003,-0.00135013108780872,0.00163230734921476,0.408176576155659,14686,0.00164986891219128,"cash_amt+deposit_amt+bond_amt+stock_amt+fund_amt+lend_amt+other_fin_amt+housing_fund_amt+unpaid_salary_amt","stock_amt+fund_amt+lend_amt",0,1,1,0,1,0.0032050892503491,0.00164986891219128,14686,18
